EPCode,Name,company,flow,alarm,abnormaldata,data,check,rule
320900000163,东台市污水处理有限公司（东台污水处理厂）,,Page_1302e5a6b5694c92ad20b88ea74ce817,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320900000157,盐城建宜水务有限公司,,Page_6861aa2a0ccd428abd646ece40a0603a,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3209030200002401,盐城苏水水务有限公司,,Page_dc4cbaff6f86475ea411bc9cf886be55,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320900000159,盐城建工环境水务有限公司,,Page_173887a381b8414baacd41bb3dee458d,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320900000227,建湖县城东污水处理厂,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320900000138,射阳县污水处理有限责任公司,,Page_af111357d3cf43a8b969467c0b7f9c97,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3209240200003062,江苏恒泰新能源有限公司,,Page_a7cb9f1a60f248128871a61500873b52,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320922000020,滨海县港城城市污水处理有限公司,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3209220202001829,国家电投集团协鑫滨海发电有限公司,,Page_a7cb9f1a60f248128871a61500873b52,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3209220200002462,江苏大吉环保能源滨海有限公司（江苏大吉环保能源有限公司）,,Page_b464d3d23d2c4dacb3ccfcbdd3b775a1,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3209040200007198,盐城市大丰污水处理厂,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3209040202001775,盐城市开发区大丰污水处理厂（大丰开发区大丰污水处理厂）,,Page_0fc59915eac84ba4aa87e637a589ab04,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320900000148,大丰阳光热电有限公司（大丰阳光热电）,Page_859316e234ed4a94b14096b8ffd6b1fe,Page_a62bff5269fc45c3a8e421934276b6ad,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3209040200006616,江苏大吉环保能源大丰有限公司,,Page_b464d3d23d2c4dacb3ccfcbdd3b775a1,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320900000003,盐城市城东污水处理厂,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321000000006,扬州市洁源排水有限公司汤汪污水处理厂（汤汪污水处理厂）,,Page_d1ae6795f5c24aeb8922066e44683853,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321000000035,扬州港口污泥发电有限公司,,Page_f6f2934c848345d5b952fe1132884453,Page_beeaebb22c44440cafa242e5a58bce25,Page_f6f2934c848345d5b952fe1132884453,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321000000026,江苏天雨清源污水处理有限公司（江都清源污水处理厂）,,Page_61576579ffe34362b9a69e979ec65ebf,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3210230203000304,光大环保能源（宝应）有限公司,,Page_87d2c54f60404245830f825cb1b60756,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3210840200008303,高邮市海潮污水处理厂,,Page_f28ee8afe18e4f0399f20b65e3d17577,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3210810201000353,扬州中化化雨环保有限公司,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321100500000,江苏镇江发电有限公司,,Page_a7cb9f1a60f248128871a61500873b52,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3211010200101506,丹阳市石城污水处理有限公司,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321183968750,句容市深水水务有限公司（句容）,,Page_75349db844da4095b83043aeafa73af9,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3211110200003802,镇江市水业总公司征润洲污水处理厂,,Page_8f51511003704376987efad55cee43ff,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321100000756,镇江市水业总公司新区第二污水处理厂,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3211910200001925,光大环保能源（镇江）有限公司（镇江光大垃圾焚烧）,,Page_3a71670ecde8486b90b26fddb93ce6eb,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3212010200005257,国家能源集团泰州发电有限公司,,Page_a7cb9f1a60f248128871a61500873b52,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321282000088,江苏国信靖江发电有限公司,,Page_a7cb9f1a60f248128871a61500873b52,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321200820070,靖江市华汇城市污水处理有限公司,,Page_1e0ed51408ba4db3b35e4e82b31499d8;Page_d12caa9f130149dfbc9d83a5796e0376,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3212830200013543,泰兴市滨江污水处理有限公司（滨江污水处理有限公司）,,Page_118903d24e794957a99b648747be5010,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3212830200013571,泰兴市三峰环保能源有限公司（泰州三峰环保能源有限公司）,,Page_b464d3d23d2c4dacb3ccfcbdd3b775a1,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321200810082,兴化市城南污水处理厂,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3212040200009043,泰州桑德水务有限公司（城区污水处理厂）,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321200010003,泰州紫光水业有限公司（紫光水业）,,Page_65a80f954fcd4ca7bc66537d72c69f8a,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3212030200000918,江苏港城污水处理有限公司（港城污水处理有限公司）,,Page_993836e7fe61483dbbf50311e838c1db,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3212710200020233,凯发新泉水务（泰州）有限公司（凯发新泉水务有限公司）,,Page_38df23cdd10c403a9be5b29c58445c05,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321300100014,国电宿迁热电有限公司,,Page_a7cb9f1a60f248128871a61500873b52,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3213220200003783,金风环保（沭阳）有限公司,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3213000200000227,中信环境水务（泗阳）有限公司,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321300000075,泗洪水务有限责任公司,,Page_2cbbb65f08c545efa472dc2d40b2771c,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
321300000084,宿迁桑德水务有限公司（桑德水务）,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3213010200004515,光大环保能源（宿迁）有限公司,,Page_b464d3d23d2c4dacb3ccfcbdd3b775a1,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3201950200003276,华能南京热电有限公司,,Page_3b882418664b46d982fce65c90f494d7,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3201180200002646,光大再生能源（南京）有限公司,,Page_b464d3d23d2c4dacb3ccfcbdd3b775a1,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320100000136,南京金州城北污水处理有限公司,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320100000188,光大水务（南京）有限公司（光大水务）,,Page_0f1889c843c04095bfd9fb64e08e2ff0,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3201000200013733,南京金陵环境有限公司城北污水处理厂,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3201140200802119,南京城南污水处理有限公司,,Page_42e85b545b6340f9ad1b56bf13e73e7e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320700000152881,东港污水处理厂,,Page_b41bf04e701a4042b174fd9064ed17f0,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3207070201000200,连云港赣榆云通水务有限公司（运通污水处理厂）,,Page_57816e6ccfaa4fde86d9caed3c80b527,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3207060200115235,光大水务有限公司（光大水务）,,Page_f701c264a46a4aa7b8d982b6dd82acd9,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320700000088,江苏新海发电有限公司,,Page_a4fb8c2921cc4c0081dab44d0da85321,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
3207230200001590,光大城乡再生能源有限公司（连云港光大城乡再生能源有限公司）,,Page_dd8104b0b26248f3812453b934a600d7,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
320700000046,连云港西湖污水处理有限公司（西湖污水处理厂）,,Page_1579babe4e98418aa83bfb105891f19e,Page_beeaebb22c44440cafa242e5a58bce25,Page_8455cb0ef7a64d39b4439767a5fe7481,Page_9aa462e7f92b475383dd35f74289d227,Page_4a5c9ab30f6941ddb31b6a16c2217063,Page_a3a1c1d54d4f456287d68b74b9b63501
